Index; Text; Cause; Effect; Offset_Sentence2; Offset_Sentence3; Cause_Start; Cause_End; Effect_Start; Effect_End; Sentence
0427.00002; (AP Photo/Michael Sohn) By GREGORY KATZ Associated Press |  Posted: Sun 10:05 PM, Sep 22, 2019 |  Updated: Mon 3:09 AM, Sep 23, 2019  LONDON (AP)  -  British tour company Thomas Cook collapsed early Monday after failing to secure emergency funding, leaving tens of thousands of vacationers stranded abroad.; (AP Photo/Michael Sohn) By GREGORY KATZ Associated Press |  Posted: Sun 10:05 PM, Sep 22, 2019 |  Updated: Mon 3:09 AM, Sep 23, 2019  LONDON (AP)  -  British tour company Thomas Cook collapsed early Monday after failing to secure emergency funding; leaving tens of thousands of vacationers stranded abroad.; ; ;0.0;247.0;249.0;306.0; <e1>(AP Photo/Michael Sohn) By GREGORY KATZ Associated Press |  Posted: Sun 10:05 PM, Sep 22, 2019 |  Updated: Mon 3:09 AM, Sep 23, 2019  LONDON (AP)  -  British tour company Thomas Cook collapsed early Monday after failing to secure emergency funding</e1>, <e2>leaving tens of thousands of vacationers stranded abroad.</e2>
0585.00017; Spark New Zealand fell 0.9 percent, or 4 cents, to $4.48 after shedding rights to 12.5 cents of dividends.; shedding rights to 12.5 cents of dividends.; Spark New Zealand fell 0.9 percent, or 4 cents, to $4.48; ; ;63.0;106.0;0.0;56.0; <e2>Spark New Zealand fell 0.9 percent, or 4 cents, to $4.48</e2> after <e1>shedding rights to 12.5 cents of dividends.</e1>
0286.00003; Denmark's tax authorities have said they lost around $2 billion in the so-called tax stripping scandal that hit several countries across Europe including Germany, Belgium and Austria.; the so-called tax stripping scandal that hit several countries across Europe including Germany, Belgium and Austria.; Denmark's tax authorities have said they lost around $2 billion; ; ;67.0;183.0;0.0;63.0; <e2>Denmark's tax authorities have said they lost around $2 billion</e2> in <e1>the so-called tax stripping scandal that hit several countries across Europe including Germany, Belgium and Austria.</e1>
0246.00001.2; Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports. Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th. This represents a $0.20 annualized dividend and a dividend yield of 6.39%.; Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports.; This represents a $0.20 annualized dividend and a dividend yield of 6.39%.; 196; 311;0.0;196.0;312.0;386.0; <e1>Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports.</e1> Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th. <e2>This represents a $0.20 annualized dividend and a dividend yield of 6.39%.</e2>
0547.00001.1; WisdomTree U.S. Total Market Fund (NYSEARCA:EXT) to Issue $0.18  -  Dividend WisdomTree U.S. Total Market Fund (NYSEARCA:EXT) declared a  -  dividend on Tuesday, September 24th, Wall Street Journal reports. Shareholders of record on Wednesday, September 25th will be paid a dividend of 0.18 per share by the exchange traded fund on Friday, September 27th. This represents a yield of 2%.; WisdomTree U.S. Total Market Fund (NYSEARCA:EXT) to Issue $0.18  -  Dividend WisdomTree U.S. Total Market Fund (NYSEARCA:EXT) declared a  -  dividend on Tuesday, September 24th, Wall Street Journal reports.; Shareholders of record on Wednesday, September 25th will be paid a dividend of 0.18 per share by the exchange traded fund on Friday, September 27th.; 206; 355;0.0;206.0;207.0;355.0; <e1>WisdomTree U.S. Total Market Fund (NYSEARCA:EXT) to Issue $0.18  -  Dividend WisdomTree U.S. Total Market Fund (NYSEARCA:EXT) declared a  -  dividend on Tuesday, September 24th, Wall Street Journal reports.</e1> <e2>Shareholders of record on Wednesday, September 25th will be paid a dividend of 0.18 per share by the exchange traded fund on Friday, September 27th.</e2> This represents a yield of 2%.
0585.00024; Outside the benchmark index, Scott Technology fell 1.6 percent to $2.49 after appointing Pacific Edge executive Kate Rankin as its new chief financial officer.; appointing Pacific Edge executive Kate Rankin as its new chief financial officer.; Outside the benchmark index, Scott Technology fell 1.6 percent to $2.49; ; ;78.0;159.0;0.0;71.0; <e2>Outside the benchmark index, Scott Technology fell 1.6 percent to $2.49</e2> after <e1>appointing Pacific Edge executive Kate Rankin as its new chief financial officer.</e1>
0477.00020; After these results, we are projecting for the entire year 2020 ahead comparable sales of 2.75-3.25%.; After these results; we are projecting for the entire year 2020 ahead comparable sales of 2.75-3.25%.; ; ;0.0;19.0;21.0;101.0; <e1>After these results</e1>, <e2>we are projecting for the entire year 2020 ahead comparable sales of 2.75-3.25%.</e2>
0107.00008; The EIA reported 1.4 GW of PV module shipments in June and 1.1 GW in July  -  the highest monthly volumes seen since November, when developers were frantically importing to avoid the pending Section 201 tariffs.; developers were frantically importing to avoid the pending Section 201 tariffs.; The EIA reported 1.4 GW of PV module shipments in June and 1.1 GW in July  -  the highest monthly volumes seen since November; ; ;132.0;211.0;0.0;125.0; <e2>The EIA reported 1.4 GW of PV module shipments in June and 1.1 GW in July  -  the highest monthly volumes seen since November</e2>, when <e1>developers were frantically importing to avoid the pending Section 201 tariffs.</e1>
0302.00008; Benevolent AI, which is worth $2bn after a $115m funding round, is a minority shareholder in Adarga.; a $115m funding round, is a minority shareholder in Adarga.; Benevolent AI, which is worth $2bn; ; ;41.0;100.0;0.0;34.0; <e2>Benevolent AI, which is worth $2bn</e2> after <e1>a $115m funding round, is a minority shareholder in Adarga.</e1>
0025.00005; In an effort to prevent the federal fund rate rising further the central bank added more money into the system on Thursday. So far this week $203 billion has been injected into the markets.; In an effort to prevent the federal fund rate rising further the central bank added more money into the system on Thursday.; So far this week $203 billion has been injected into the markets.; 123; ;0.0;123.0;124.0;189.0; <e1>In an effort to prevent the federal fund rate rising further the central bank added more money into the system on Thursday.</e1> <e2>So far this week $203 billion has been injected into the markets.</e2>
0010.00001.2; As Nvidia Com (NVDA) Stock Value Declined, Shareholder Assetmark Has Cut Stake by $15.67 … Sep 14, 2019 | News Stories  Some Historical NVDA News: 27/03/2018  -  NVIDIA Boosts World's Leading Deep Learning Computing Platform, Bringing 10x Performance Gain in …  Link to Full Article: Read Here  Welcome to the home of information resources for AI and ML.; NVIDIA Boosts World's Leading Deep Learning Computing Platform; Bringing 10x Performance Gain in …  Link to Full Article: Read Here  Welcome to the home of information resources for AI and ML.; ; ;162.0;224.0;226.0;354.0; As Nvidia Com (NVDA) Stock Value Declined, Shareholder Assetmark Has Cut Stake by $15.67 … Sep 14, 2019 | News Stories  Some Historical NVDA News: 27/03/2018  -  <e1>NVIDIA Boosts World's Leading Deep Learning Computing Platform</e1>, <e2>Bringing 10x Performance Gain in …  Link to Full Article: Read Here  Welcome to the home of information resources for AI and ML.</e2>
0278.00021;A 401(k) loan not paid is deemed a distribution, subject to income taxes and a 10% tax penalty if the account owner is under 59½.;the account owner is under 59½.;A 401(k) loan not paid is deemed a distribution, subject to income taxes and a 10% tax penalty;;;98.0;129.0;0.0;94.0;<e2>A 401(k) loan not paid is deemed a distribution, subject to income taxes and a 10% tax penalty</e2> if <e1>the account owner is under 59½.</e1>
0031.00001;By Digital News Asia September 19, 2019 Plan to triple traditional dealers' transaction volume to over US$500mil Emerges as largest shareholder in myTukar, adds Malaysia to Thai and Indon ops  Carro, a Singapore-based Southeast Asian (SEA) automotive marketplace, today announced that it has invested US$30 million (RM125.4 million) into Malaysia-based car bidding platform myTukar to digitise the local used car dealer industry.;largest shareholder in myTukar, adds Malaysia to Thai and Indon ops  Carro, a Singapore-based Southeast Asian (SEA) automotive marketplace, today announced that it has invested US$30 million (RM125.4 million) into Malaysia-based car bidding platform myTukar to digitise the local used car dealer industry.;By Digital News Asia September 19, 2019 Plan to triple traditional dealers' transaction volume to over US$500mil Emerges;;;124.0;429.0;0.0;120.0;<e2>By Digital News Asia September 19, 2019 Plan to triple traditional dealers' transaction volume to over US$500mil Emerges</e2> as <e1>largest shareholder in myTukar, adds Malaysia to Thai and Indon ops  Carro, a Singapore-based Southeast Asian (SEA) automotive marketplace, today announced that it has invested US$30 million (RM125.4 million) into Malaysia-based car bidding platform myTukar to digitise the local used car dealer industry.</e1>
0361.00006; ACG Wealth increased its position in shares of Invesco Emerging Markets Ultra Dividend Revenue ETF by 9.4% in the second quarter. ACG Wealth now owns 17,533 shares of the company's stock worth $424,000 after purchasing an additional 1,511 shares during the period.; ACG Wealth increased its position in shares of Invesco Emerging Markets Ultra Dividend Revenue ETF by 9.4% in the second quarter.; ACG Wealth now owns 17,533 shares of the company's stock worth $424,000 after purchasing an additional 1,511 shares during the period.; 129; ;0.0;129.0;130.0;264.0; <e1>ACG Wealth increased its position in shares of Invesco Emerging Markets Ultra Dividend Revenue ETF by 9.4% in the second quarter.</e1> <e2>ACG Wealth now owns 17,533 shares of the company's stock worth $424,000 after purchasing an additional 1,511 shares during the period.</e2>
